product_id,product_name,slug,turbosquid_url,referral_url,price,sales_qty,estimated_revenue,recent_sales,downloads,full_previews,shopping_carts,days_in_sales,certification,category,subcategory,industries,use_cases,seo_keywords,priority_score,is_top_model,image_url
1944779,Plastic Stadium Seat Open,plastic-stadium-seat-open-1944779,https://www.turbosquid.com/3d-models/plastic-stadium-seat-open-1944779,https://www.turbosquid.com/3d-models/plastic-stadium-seat-open-1944779?referral=3d_molier-studio,29.0,21.0,609.0,12.0,27.0,646.0,27.0,1324.0,CheckMate Lite/Pro,Architecture Landmarks,Stadium,Architecture|Event Management|Advertising|Virtual Reality|Games,architecture visualization|event visualization|VR experiences|advertising|game environments,plastic stadium seat open 3d model|architecture 3d model|building 3d model|landmark 3d model,0.154294,True,https://static.turbosquid.com/Preview/001944/779/Plastic-Stadium-Seat-Open_D_Main.jpg
1947558,Plastic Stadium Seat,plastic-stadium-seat-1947558,https://www.turbosquid.com/3d-models/plastic-stadium-seat-1947558,https://www.turbosquid.com/3d-models/plastic-stadium-seat-1947558?referral=3d_molier-studio,29.0,16.0,464.0,10.0,20.0,514.0,21.0,1319.0,CheckMate Lite/Pro,Architecture Landmarks,Stadium,Architecture|Event Management|Advertising|Virtual Reality|Games,architecture visualization|event visualization|VR experiences|advertising|game environments,plastic stadium seat 3d model|architecture 3d model|building 3d model|landmark 3d model,0.147917,True,https://static.turbosquid.com/Preview/001947/558/Plastic-Stadium-Seat_D_Main.jpg
1574344,Military Ship Bridge,military-ship-bridge-1574344,https://www.turbosquid.com/3d-models/military-ship-bridge-1574344,https://www.turbosquid.com/3d-models/military-ship-bridge-1574344?referral=3d_molier-studio,99.0,13.0,1287.0,3.0,20.0,1067.0,29.0,2123.0,CheckMate Lite/Pro,Military Vehicles,Military Ship,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,military ship bridge 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.137616,True,https://static.turbosquid.com/Preview/001574/344/Military-Ship-Bridge_D_Main.jpg
1486884,Light Civil Helicopter,light-civil-helicopter-1486884,https://www.turbosquid.com/3d-models/light-civil-helicopter-1486884,https://www.turbosquid.com/3d-models/light-civil-helicopter-1486884?referral=3d_molier-studio,149.0,16.0,2384.0,5.0,20.0,870.0,25.0,2290.0,CheckMate Lite/Pro,Aircraft,Helicopter,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,light civil helicopter 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.14393,True,https://static.turbosquid.com/Preview/001486/884/Light-Civil-Helicopter_D_Main.jpg
1428830,Tractor with Dump Trailer New,tractor-with-dump-trailer-new-1428830,https://www.turbosquid.com/3d-models/tractor-with-dump-trailer-new-1428830,https://www.turbosquid.com/3d-models/tractor-with-dump-trailer-new-1428830?referral=3d_molier-studio,149.0,14.0,2086.0,3.0,22.0,1717.0,19.0,2446.0,CheckMate Lite/Pro,Vehicles,Trailer,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,tractor with dump trailer 3d model|vehicle 3d model|car 3d model|tractor with dump trailer for games,0.139313,True,https://static.turbosquid.com/Preview/001428/830/Tractor-With-Dump-Trailer-New_D_Main.jpg
1494445,Abandoned Generic Car,abandoned-generic-car-1494445,https://www.turbosquid.com/3d-models/abandoned-generic-car-1494445,https://www.turbosquid.com/3d-models/abandoned-generic-car-1494445?referral=3d_molier-studio,129.0,13.0,1677.0,3.0,19.0,1202.0,24.0,2270.0,CheckMate Lite/Pro,Vehicles,Car,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,abandoned generic car 3d model|vehicle 3d model|car 3d model|abandoned generic car for games,0.138091,True,https://static.turbosquid.com/Preview/001494/445/Abandoned-Generic-Car_D_Main.jpg
922699,Gas Grill,gas-grill-922699,https://www.turbosquid.com/3d-models/gas-grill-922699,https://www.turbosquid.com/3d-models/gas-grill-922699?referral=3d_molier-studio,39.0,132.0,5148.0,19.0,143.0,5322.0,164.0,3988.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,gas grill 3d model|3d model download|gas grill turbosquid,0.190874,True,https://static.turbosquid.com/Preview/000922/699/Gas-Grill_D_Main.jpg
1018171,Motorcycle Helmet Generic,motorcycle-helmet-generic-1018171,https://www.turbosquid.com/3d-models/motorcycle-helmet-generic-1018171,https://www.turbosquid.com/3d-models/motorcycle-helmet-generic-1018171?referral=3d_molier-studio,49.0,14.0,686.0,4.0,18.0,771.0,21.0,3667.0,CheckMate Lite/Pro,Vehicles,Motorcycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,motorcycle helmet generic 3d model|vehicle 3d model|car 3d model|motorcycle helmet generic for games,0.137915,True,https://static.turbosquid.com/Preview/001018/171/Motorcycle-Helmet-Generic_D_Main.jpg
1591856,White Luxury Hearse Car Generic,white-luxury-hearse-car-generic-1591856,https://www.turbosquid.com/3d-models/white-luxury-hearse-car-generic-1591856,https://www.turbosquid.com/3d-models/white-luxury-hearse-car-generic-1591856?referral=3d_molier-studio,129.0,13.0,1677.0,5.0,16.0,1020.0,20.0,2087.0,CheckMate Lite/Pro,Vehicles,Car,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,white luxury hearse car 3d model|vehicle 3d model|car 3d model|white luxury hearse car for games,0.140921,True,https://static.turbosquid.com/Preview/001591/856/White-Luxury-Hearse-Car-Generic_D_Main.jpg
1391972,Cyclist Athlete in Red Suit on Bicycle,cyclist-athlete-in-red-suit-on-bicycle-1391972,https://www.turbosquid.com/3d-models/cyclist-athlete-in-red-suit-on-bicycle-1391972,https://www.turbosquid.com/3d-models/cyclist-athlete-in-red-suit-on-bicycle-1391972?referral=3d_molier-studio,199.0,28.0,5572.0,1.0,34.0,7775.0,65.0,2562.0,CheckMate Lite/Pro,Vehicles,Bicycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,cyclist athlete in red 3d model|vehicle 3d model|car 3d model|cyclist athlete in red for games,0.155866,True,https://static.turbosquid.com/Preview/001391/972/Cyclist-Athlete-In-Red-Suit-On-Bicycle_D_Main.jpg
1285547,Bengal Tiger Skull,bengal-tiger-skull-1285547,https://www.turbosquid.com/3d-models/bengal-tiger-skull-1285547,https://www.turbosquid.com/3d-models/bengal-tiger-skull-1285547?referral=3d_molier-studio,44.0,40.0,1760.0,2.0,46.0,10164.0,67.0,2883.0,StemCell,Medical,Skull,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,bengal tiger skull 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.142865,True,https://static.turbosquid.com/Preview/001285/547/Bengal-Tiger-Skull_D_Main.jpg
1020038,Turbofan Engine Klimov RD-33,turbofan-engine-klimov-rd-33-1020038,https://www.turbosquid.com/3d-models/turbofan-engine-klimov-rd-33-1020038,https://www.turbosquid.com/3d-models/turbofan-engine-klimov-rd-33-1020038?referral=3d_molier-studio,199.0,27.0,5373.0,2.0,38.0,6266.0,74.0,3661.0,CheckMate Lite/Pro,Aircraft,Turbofan,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,turbofan engine klimov rd-33 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.156307,True,https://static.turbosquid.com/Preview/001020/038/Turbofan-Engine-Klimov-Rd-33_D_Main.jpg
1297012,Dental Tweezer,dental-tweezer-1297012,https://www.turbosquid.com/3d-models/dental-tweezer-1297012,https://www.turbosquid.com/3d-models/dental-tweezer-1297012?referral=3d_molier-studio,19.0,45.0,855.0,12.0,41.0,1512.0,52.0,2847.0,StemCell,Medical,Dental,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,dental tweezer 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.153651,True,https://static.turbosquid.com/Preview/001297/012/Dental-Tweezer_D_Main.jpg
1297652,Basic Dental Instruments Set,basic-dental-instruments-set-1297652,https://www.turbosquid.com/3d-models/basic-dental-instruments-set-1297652,https://www.turbosquid.com/3d-models/basic-dental-instruments-set-1297652?referral=3d_molier-studio,39.0,25.0,975.0,2.0,35.0,3489.0,38.0,2845.0,CheckMate Lite/Pro,Medical,Dental,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,basic dental instruments set 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.143326,True,https://static.turbosquid.com/Preview/001297/652/Basic-Dental-Instruments-Set_D_Main.jpg
1230769,Cargo Aircraft Airbus A310-300F Generic,cargo-aircraft-airbus-a310-300f-generic-1230769,https://www.turbosquid.com/3d-models/cargo-aircraft-airbus-a310-300f-generic-1230769,https://www.turbosquid.com/3d-models/cargo-aircraft-airbus-a310-300f-generic-1230769?referral=3d_molier-studio,149.0,19.0,2831.0,1.0,23.0,3268.0,29.0,3040.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,cargo aircraft airbus a310-300f 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.141488,True,https://static.turbosquid.com/Preview/001230/769/Cargo-Aircraft-Airbus-A310-300f-Generic_D_Main.jpg
1724441,CrossHelmet X1 Smart Motorcycle Helmet Black,crosshelmet-x1-smart-motorcycle-helmet-black-1724441,https://www.turbosquid.com/3d-models/crosshelmet-x1-smart-motorcycle-helmet-black-1724441,https://www.turbosquid.com/3d-models/crosshelmet-x1-smart-motorcycle-helmet-black-1724441?referral=3d_molier-studio,49.0,21.0,1029.0,5.0,26.0,1982.0,39.0,1802.0,CheckMate Lite/Pro,Vehicles,Motorcycle,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,crosshelmet x1 smart motorcycle 3d model|vehicle 3d model|car 3d model|crosshelmet x1 smart motorcycle for games,0.145437,True,https://static.turbosquid.com/Preview/001724/441/Crosshelmet-X1-Smart-Motorcycle-Helmet-Black_D_Main.jpg
1997531,REM EIR Offshore Supply Vessel,rem-eir-offshore-supply-vessel-1997531,https://www.turbosquid.com/3d-models/rem-eir-offshore-supply-vessel-1997531,https://www.turbosquid.com/3d-models/rem-eir-offshore-supply-vessel-1997531?referral=3d_molier-studio,199.0,8.0,1592.0,8.0,11.0,1233.0,14.0,1213.0,CheckMate Lite/Pro,Ships,Vessel,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,rem eir offshore supply 3d model|ship 3d model|boat 3d model|vessel 3d model,0.142833,True,https://static.turbosquid.com/Preview/001997/531/Rem-Eir-Offshore-Supply-Vessel_D_Main.jpg
1997534,Anchor Handling Tug Supply Vessel,anchor-handling-tug-supply-vessel-1997534,https://www.turbosquid.com/3d-models/anchor-handling-tug-supply-vessel-1997534,https://www.turbosquid.com/3d-models/anchor-handling-tug-supply-vessel-1997534?referral=3d_molier-studio,199.0,10.0,1990.0,7.0,14.0,969.0,12.0,1213.0,CheckMate Lite/Pro,Ships,Vessel,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,anchor handling tug supply 3d model|ship 3d model|boat 3d model|vessel 3d model,0.142672,True,https://static.turbosquid.com/Preview/001997/534/Anchor-Handling-Tug-Supply-Vessel_D_Main.jpg
948459,Railroad Tank Car,railroad-tank-car-948459,https://www.turbosquid.com/3d-models/railroad-tank-car-948459,https://www.turbosquid.com/3d-models/railroad-tank-car-948459?referral=3d_molier-studio,59.0,87.0,5133.0,11.0,112.0,4746.0,111.0,3898.0,CheckMate Lite/Pro,Military Vehicles,Tank,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,railroad tank car 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.201224,True,https://static.turbosquid.com/Preview/000948/459/Railroad-Tank-Car_D_Main.jpg
955965,20 ft ISO Container White,20-ft-iso-container-white-955965,https://www.turbosquid.com/3d-models/20-ft-iso-container-white-955965,https://www.turbosquid.com/3d-models/20-ft-iso-container-white-955965?referral=3d_molier-studio,49.0,308.0,15092.0,41.0,377.0,20157.0,516.0,3869.0,CheckMate Lite/Pro,Industrial Equipment,Iso Container,Hardware|Software Development|Simulation|Advertising,hardware presentation|software interface visualization|simulation|advertising,20 ft iso container 3d model|industrial 3d model|equipment 3d model|machinery 3d model,0.410933,True,https://static.turbosquid.com/Preview/000955/965/20-Ft-Iso-Container-White_D_Main.jpg
956051,20 ft ISO Container Blue 2,20-ft-iso-container-blue-2-956051,https://www.turbosquid.com/3d-models/20-ft-iso-container-blue-2-956051,https://www.turbosquid.com/3d-models/20-ft-iso-container-blue-2-956051?referral=3d_molier-studio,49.0,52.0,2548.0,2.0,80.0,2501.0,78.0,3869.0,CheckMate Lite/Pro,Industrial Equipment,Iso Container,Hardware|Software Development|Simulation|Advertising,hardware presentation|software interface visualization|simulation|advertising,20 ft iso container 3d model|industrial 3d model|equipment 3d model|machinery 3d model,0.161485,True,https://static.turbosquid.com/Preview/000956/051/20-Ft-Iso-Container-Blue-2_D_Main.jpg
1368482,Aircraft Maintenance Hangar,aircraft-maintenance-hangar-1368482,https://www.turbosquid.com/3d-models/aircraft-maintenance-hangar-1368482,https://www.turbosquid.com/3d-models/aircraft-maintenance-hangar-1368482?referral=3d_molier-studio,79.0,25.0,1975.0,5.0,30.0,1905.0,31.0,2631.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,aircraft maintenance hangar 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.148587,True,https://static.turbosquid.com/Preview/001368/482/Aircraft-Maintenance-Hangar_D_Main.jpg
1369363,Aircraft Maintenance Hangar Rigged,aircraft-maintenance-hangar-rigged-1369363,https://www.turbosquid.com/3d-models/aircraft-maintenance-hangar-rigged-1369363,https://www.turbosquid.com/3d-models/aircraft-maintenance-hangar-rigged-1369363?referral=3d_molier-studio,99.0,28.0,2772.0,5.0,43.0,3545.0,50.0,2629.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,aircraft maintenance hangar rigged 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.153693,True,https://static.turbosquid.com/Preview/001369/363/Aircraft-Maintenance-Hangar-Rigged_D_Main.jpg
1237030,Classic Sunglasses Gradient Light Blue,classic-sunglasses-gradient-light-blue-1237030,https://www.turbosquid.com/3d-models/classic-sunglasses-gradient-light-blue-1237030,https://www.turbosquid.com/3d-models/classic-sunglasses-gradient-light-blue-1237030?referral=3d_molier-studio,29.0,143.0,4147.0,12.0,185.0,5293.0,212.0,3019.0,CheckMate Lite/Pro,Clothing & Accessories,Sunglasses,Advertising|Film & Video Production|Games|Virtual Reality,product advertising|fashion visualization|game assets|film production,classic sunglasses gradient light 3d model|clothing 3d model|accessory 3d model|classic sunglasses gradient light for advertising,0.186328,True,https://static.turbosquid.com/Preview/001237/030/Classic-Sunglasses-Gradient-Light-Blue_D_Main.jpg
1019711,Turbofan Aircraft Engine,turbofan-aircraft-engine-1019711,https://www.turbosquid.com/3d-models/turbofan-aircraft-engine-1019711,https://www.turbosquid.com/3d-models/turbofan-aircraft-engine-1019711?referral=3d_molier-studio,199.0,22.0,4378.0,2.0,35.0,2686.0,34.0,3662.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,turbofan aircraft engine 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.147387,True,https://static.turbosquid.com/Preview/001019/711/Turbofan-Aircraft-Engine_D_Main.jpg
1028429,Turbofan Aircraft Engine Sectioned,turbofan-aircraft-engine-sectioned-1028429,https://www.turbosquid.com/3d-models/turbofan-aircraft-engine-sectioned-1028429,https://www.turbosquid.com/3d-models/turbofan-aircraft-engine-sectioned-1028429?referral=3d_molier-studio,299.0,20.0,5980.0,4.0,37.0,3196.0,33.0,3636.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,turbofan aircraft engine sectioned 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.152771,True,https://static.turbosquid.com/Preview/001028/429/Turbofan-Aircraft-Engine-Sectioned_D_Main.jpg
1429280,Luxury Speed Boat,luxury-speed-boat-1429280,https://www.turbosquid.com/3d-models/luxury-speed-boat-1429280,https://www.turbosquid.com/3d-models/luxury-speed-boat-1429280?referral=3d_molier-studio,79.0,23.0,1817.0,5.0,29.0,1639.0,40.0,2445.0,CheckMate Lite/Pro,Ships,Boat,Film & Video Production|Games|Simulation|Event Management,film production|game environments|simulation|event visualization,luxury speed boat 3d model|ship 3d model|boat 3d model|vessel 3d model,0.147735,True,https://static.turbosquid.com/Preview/001429/280/Luxury-Speed-Boat_D_Main.jpg
1040264,Boeing 767-200 Delta Air Lines,boeing-767-200-delta-air-lines-1040264,https://www.turbosquid.com/3d-models/boeing-767-200-delta-air-lines-1040264,https://www.turbosquid.com/3d-models/boeing-767-200-delta-air-lines-1040264?referral=3d_molier-studio,129.0,13.0,1677.0,4.0,15.0,1269.0,17.0,3599.0,CheckMate Lite/Pro,Aircraft,Boeing,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,boeing 767-200 delta air 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.139278,True,https://static.turbosquid.com/Preview/001040/264/Boeing-767-200-Delta-Air-Lines_D_Main.jpg
943870,Toyota Tacoma 2016 Simple Interior,toyota-tacoma-2016-simple-interior-943870,https://www.turbosquid.com/3d-models/toyota-tacoma-2016-simple-interior-943870,https://www.turbosquid.com/3d-models/toyota-tacoma-2016-simple-interior-943870?referral=3d_molier-studio,99.0,18.0,1782.0,1.0,23.0,3415.0,31.0,3915.0,CheckMate Lite/Pro,Vehicles,Toyota,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,toyota tacoma 2016 simple 3d model|vehicle 3d model|car 3d model|toyota tacoma 2016 simple for games,0.13928,True,https://static.turbosquid.com/Preview/000943/870/Toyota-Tacoma-2016-Simple-Interior_D_Main.jpg
1090942,Ford Edge 2015 Simple Interior,ford-edge-2015-simple-interior-1090942,https://www.turbosquid.com/3d-models/ford-edge-2015-simple-interior-1090942,https://www.turbosquid.com/3d-models/ford-edge-2015-simple-interior-1090942?referral=3d_molier-studio,99.0,17.0,1683.0,4.0,16.0,1208.0,30.0,3431.0,CheckMate Lite/Pro,Vehicles,Ford,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,ford edge 2015 simple 3d model|vehicle 3d model|car 3d model|ford edge 2015 simple for games,0.142053,True,https://static.turbosquid.com/Preview/001090/942/Ford-Edge-2015-Simple-Interior_D_Main.jpg
929526,Attack Helicopter Bell AH 1Z Viper,attack-helicopter-bell-ah-1z-viper-929526,https://www.turbosquid.com/3d-models/attack-helicopter-bell-ah-1z-viper-929526,https://www.turbosquid.com/3d-models/attack-helicopter-bell-ah-1z-viper-929526?referral=3d_molier-studio,219.0,27.0,5913.0,9.0,39.0,5221.0,37.0,3967.0,CheckMate Lite/Pro,Military Vehicles,Attack Helicopter,Military / Defense|Games|Film & Video Production|Simulation,military simulation|game environments|film production|defense training,attack helicopter bell ah 3d model|military vehicle 3d model|military 3d model|tank 3d model,0.165497,True,https://static.turbosquid.com/Preview/000929/526/Attack-Helicopter-Bell-Ah-1z-Viper_D_Main.jpg
1066176,Airplane Oxygen Mask,airplane-oxygen-mask-1066176,https://www.turbosquid.com/3d-models/airplane-oxygen-mask-1066176,https://www.turbosquid.com/3d-models/airplane-oxygen-mask-1066176?referral=3d_molier-studio,39.0,24.0,936.0,9.0,32.0,1561.0,30.0,3510.0,CheckMate Lite/Pro,Aircraft,Airplane,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,airplane oxygen mask 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.152305,True,https://static.turbosquid.com/Preview/001066/176/Airplane-Oxygen-Mask_D_Main.jpg
1584737,Knee Human Anatomy Rigged,knee-human-anatomy-rigged-1584737,https://www.turbosquid.com/3d-models/knee-human-anatomy-rigged-1584737,https://www.turbosquid.com/3d-models/knee-human-anatomy-rigged-1584737?referral=3d_molier-studio,189.0,14.0,2646.0,4.0,17.0,1638.0,22.0,2101.0,CheckMate Lite/Pro,Medical,Anatomy,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,knee human anatomy rigged 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.142085,True,https://static.turbosquid.com/Preview/001584/737/Knee-Human-Anatomy-Rigged_D_Main.jpg
1550727,Airbus C295 Turboprop Maritime Patrol Aircraft Rigged,airbus-c295-turboprop-maritime-patrol-aircraft-rigged-1550727,https://www.turbosquid.com/3d-models/airbus-c295-turboprop-maritime-patrol-aircraft-rigged-1550727,https://www.turbosquid.com/3d-models/airbus-c295-turboprop-maritime-patrol-aircraft-rigged-1550727?referral=3d_molier-studio,229.0,12.0,2748.0,4.0,19.0,2614.0,16.0,2163.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,airbus c295 turboprop maritime 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.141469,True,https://static.turbosquid.com/Preview/001550/727/Airbus-C295-Turboprop-Maritime-Patrol-Aircraft-Rigged_D_Main.jpg
1398984,Boeing KC46 Pegasus Refueling Aircraft,boeing-kc46-pegasus-refueling-aircraft-1398984,https://www.turbosquid.com/3d-models/boeing-kc46-pegasus-refueling-aircraft-1398984,https://www.turbosquid.com/3d-models/boeing-kc46-pegasus-refueling-aircraft-1398984?referral=3d_molier-studio,149.0,28.0,4172.0,3.0,32.0,2129.0,36.0,2541.0,CheckMate Lite/Pro,Aircraft,Aircraft,Aerospace|Film & Video Production|Games|Simulation|Virtual Reality,aerospace visualization|film production|simulation|VR experiences|game environments,boeing kc46 pegasus refueling 3d model|aircraft 3d model|airplane 3d model|aviation 3d model,0.15136,True,https://static.turbosquid.com/Preview/001398/984/Boeing-Kc46-Pegasus-Refueling-Aircraft_D_Main.jpg
1144931,Tesla Model S 100D 2017 3D Model,tesla-model-s-100d-2017-3d-model-1144931,https://www.turbosquid.com/3d-models/tesla-model-s-100d-2017-3d-model-1144931,https://www.turbosquid.com/3d-models/tesla-model-s-100d-2017-3d-model-1144931?referral=3d_molier-studio,149.0,19.0,2831.0,0.0,29.0,1596.0,26.0,3282.0,CheckMate Lite/Pro,Vehicles,Tesla,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,tesla model s 100d 3d model|vehicle 3d model|car 3d model|tesla model s 100d for games,0.138733,True,https://static.turbosquid.com/Preview/001144/931/Tesla-Model-S-100d-2017-3d-Model_D_Main.jpg
1154223,Tesla Model S P100D 2017,tesla-model-s-p100d-2017-1154223,https://www.turbosquid.com/3d-models/tesla-model-s-p100d-2017-1154223,https://www.turbosquid.com/3d-models/tesla-model-s-p100d-2017-1154223?referral=3d_molier-studio,149.0,200.0,29800.0,1.0,285.0,72541.0,556.0,3254.0,CheckMate Lite/Pro,Vehicles,Tesla,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,tesla model s p100d 3d model|vehicle 3d model|car 3d model|tesla model s p100d for games,0.353903,True,https://static.turbosquid.com/Preview/001154/223/Tesla-Model-S-P100d-2017_D_Main.jpg
1082399,Quad Bike TGB 1000 2016,quad-bike-tgb-1000-2016-1082399,https://www.turbosquid.com/3d-models/quad-bike-tgb-1000-2016-1082399,https://www.turbosquid.com/3d-models/quad-bike-tgb-1000-2016-1082399?referral=3d_molier-studio,119.0,18.0,2142.0,2.0,25.0,2334.0,22.0,3458.0,CheckMate Lite/Pro,Vehicles,Bike,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,quad bike tgb 1000 3d model|vehicle 3d model|car 3d model|quad bike tgb 1000 for games,0.140337,True,https://static.turbosquid.com/Preview/001082/399/Quad-Bike-Tgb-1000-2016_D_Main.jpg
952135,NASA Space Suit Extravehicular Mobility Unit 2,nasa-space-suit-extravehicular-mobility-unit-2-952135,https://www.turbosquid.com/3d-models/nasa-space-suit-extravehicular-mobility-unit-2-952135,https://www.turbosquid.com/3d-models/nasa-space-suit-extravehicular-mobility-unit-2-952135?referral=3d_molier-studio,149.0,77.0,11473.0,1.0,113.0,13079.0,119.0,3883.0,CheckMate Lite/Pro,Clothing & Accessories,Suit,Advertising|Film & Video Production|Games|Virtual Reality,product advertising|fashion visualization|game assets|film production,nasa space suit extravehicular 3d model|clothing 3d model|accessory 3d model|nasa space suit extravehicular for advertising,0.148339,True,https://static.turbosquid.com/Preview/000952/135/Nasa-Space-Suit-Extravehicular-Mobility-Unit-2_D_Main.jpg
1280650,Claw Vending Machine Empty,claw-vending-machine-empty-1280650,https://www.turbosquid.com/3d-models/claw-vending-machine-empty-1280650,https://www.turbosquid.com/3d-models/claw-vending-machine-empty-1280650?referral=3d_molier-studio,34.0,147.0,4998.0,39.0,169.0,4278.0,190.0,2898.0,CheckMate Lite/Pro,Other,,Film & Video Production|Advertising|Graphics Multimedia and Web Design,visualization|advertising|3D printing|film production,claw vending machine empty 3d model|3d model download|claw vending machine empty turbosquid,0.23095,True,https://static.turbosquid.com/Preview/001280/650/Claw-Vending-Machine-Empty_D_Main.jpg
1612643,Mercedes Unimog 4023 Ambulance Vehicle,mercedes-unimog-4023-ambulance-vehicle-1612643,https://www.turbosquid.com/3d-models/mercedes-unimog-4023-ambulance-vehicle-1612643,https://www.turbosquid.com/3d-models/mercedes-unimog-4023-ambulance-vehicle-1612643?referral=3d_molier-studio,99.0,10.0,990.0,6.0,15.0,1149.0,14.0,2044.0,CheckMate Lite/Pro,Medical,Ambulance,Medical|Software Development|Virtual Reality|Film & Video Production,medical education|training simulation|VR experiences|healthcare presentation,mercedes unimog 4023 ambulance 3d model|medical 3d model|anatomy 3d model|healthcare 3d model,0.139469,True,https://static.turbosquid.com/Preview/001612/643/Mercedes-Unimog-4023-Ambulance-Vehicle_D_Main.jpg
1642435,Family Minivan,family-minivan-1642435,https://www.turbosquid.com/3d-models/family-minivan-1642435,https://www.turbosquid.com/3d-models/family-minivan-1642435?referral=3d_molier-studio,129.0,17.0,2193.0,3.0,24.0,782.0,30.0,1979.0,CheckMate Lite/Pro,Vehicles,Minivan,Games|Film & Video Production|Advertising|Architecture|Simulation,visualization|advertising|game environments|film production|simulation,family minivan 3d model|vehicle 3d model|car 3d model|family minivan for games,0.141148,True,https://static.turbosquid.com/Preview/001642/435/Family-Minivan_D_Main.jpg
